,Player,From,To,Position,Height,Weight,Birth Date,College,bball_id
305,Gerald Govan,1968,1976,F-C,6-10,220,"January 2, 1942",Saint Mary of the Plains College,govange01
306,Bato Govedarica,1954,1954,G,5-11,185,"April 17, 1928",DePaul,govedba01
307,Joe Graboski,1949,1962,F-C,6-7,195,"January 15, 1930",,grabojo01
308,Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967","Midland College, Oklahoma",graceri01
309,Calvin Graham,1968,1968,G,6-2,195,"June 7, 1944",Gannon University,grahaca01
310,Devonte' Graham,2019,2024,G,6-1,195,"February 22, 1995",Kansas,grahade01
311,Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana,grahagr01
312,Joey Graham,2006,2011,F,6-7,225,"June 11, 1982","Central Florida, Oklahoma State",grahajo01
313,Mal Graham,1968,1969,G,6-1,185,"February 23, 1945",NYU,grahama01
314,Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965","West Texas A&M University, Auburn University at Montgomery",grahaor01
315,Paul Graham,1992,1994,F-G,6-6,200,"November 28, 1967",Ohio University,grahapa01
316,Stephen Graham,2006,2011,G,6-6,215,"June 11, 1982","Central Florida, Oklahoma State",grahast01
317,Treveon Graham,2017,2020,G,6-5,219,"October 28, 1993",VCU,grahatr01
318,Jim Grandholm,1991,1991,F-C,7-0,235,"October 4, 1960","Florida, South Florida",grandji01
319,Ron Grandison,1989,1996,F,6-6,215,"July 9, 1964","University of California, Irvine, New Orleans",grandro01
320,Danny Granger,2006,2015,F,6-9,222,"April 20, 1983","Bradley, New Mexico",grangda01
321,Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova,grangst01
322,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier,grantbr01
323,Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",Minnesota,grantbu01
324,Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",Michigan,grantga01
325,Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University,grantgr01
326,Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965","Clemson, Oklahoma",grantha01
327,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson,grantho01
328,Jerami Grant,2015,2025,F,6-7,210,"March 12, 1994",Syracuse,grantje01
329,Jerian Grant,2016,2020,G,6-4,205,"October 9, 1992",Notre Dame,grantje02
330,Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",Utah,grantjo01
331,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974","Boston College, Wisconsin",grantpa01
332,Travis Grant,1973,1976,F,6-7,215,"January 1, 1950",Kentucky State University,granttr01
333,Donte Grantham,2019,2019,F,6-8,215,"March 19, 1995",Clemson,grantdo01
334,Don Grate,1950,1950,F-G,6-2,185,"August 27, 1923",Ohio State,gratedo01
335,Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale,gravebu01
336,Hassani Gravett,2022,2022,G,6-2,188,"July 16, 1996","Pensacola State, South Carolina",graveha01
337,Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",Pitt,grayaa01
338,Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson,grayde01
339,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975","Tennessee, California",grayed01
340,Evric Gray,1997,1997,F,6-7,235,"December 13, 1969",UNLV,grayev01
341,Gary Gray,1968,1968,G,6-1,185,"February 23, 1945",Oklahoma City University,grayga01
342,Josh Gray,2018,2020,G,6-0,180,"September 9, 1993",LSU,grayjo01
343,Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951",Cal State Long Beach,grayle01
344,RaiQuan Gray,2023,2024,F,6-8,260,"July 7, 1999",Florida State,grayra01
345,Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963",UCLA,grayst01
346,Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",Memphis,graysy01
347,Wyndol Gray,1947,1948,G-F,6-1,175,"March 20, 1922",Harvard University,graywy01
348,Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State,grayeje01
349,Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University,greacbo01
350,A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State,greenac01
351,A.J. Green,2023,2025,G,6-4,200,"September 27, 1999",University of Northern Iowa,greenaj01
352,Danny Green,2010,2024,G-F,6-6,215,"June 22, 1987",UNC,greenda02
353,Devin Green,2006,2006,G,6-7,210,"October 25, 1982",Hampton,greende01
354,Draymond Green,2013,2025,F,6-6,230,"March 4, 1990",Michigan State,greendr01
355,Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Tech,greener01
356,Gerald Green,2006,2019,G-F,6-6,205,"January 26, 1986",,greenge01
357,Jalen Green,2022,2025,G,6-4,178,"February 9, 2002",,greenja05
358,JaMychal Green,2015,2023,F,6-8,227,"June 21, 1990",Alabama,greenja01
359,Javonte Green,2020,2025,F,6-4,205,"July 23, 1993",Radford,greenja02
360,Jeff Green,2008,2025,F,6-8,235,"August 28, 1986",Georgetown,greenje02
361,Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State,greenjo01
362,Josh Green,2021,2025,G-F,6-5,200,"November 16, 2000",Arizona,greenjo02
363,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas Rio Grande Valley,greenke01
364,Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest,greenke02
365,Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University,greenla01
366,Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",Georgia,greenli01
367,Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University,greenlu01
368,Mike Green,1974,1980,C-F,6-10,200,"August 6, 1951",Louisiana Tech,greenmi01
369,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954","Vincennes University, Michigan",greenri01
370,Sean Green,1992,1994,G-F,6-5,210,"February 2, 1970","NC State, Iona College",greense01
371,Si Green,1957,1966,G-F,6-2,185,"August 20, 1933",Duquesne,greensi01
372,Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961",UNLV,greensi02
373,Steve Green,1976,1979,F,6-7,220,"October 4, 1953",Indiana,greenst01
374,Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",Florida,greenta01
375,Tommie Green,1979,1979,G,6-2,185,"April 8, 1956",Southern University and A&M College,greento01
376,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",Detroit Mercy,greenwi01
377,Donté Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse,greendo01
378,Orien Greene,2006,2011,G,6-4,208,"February 4, 1982","Florida, Louisiana",greenor01
379,Jerry Greenspan,1964,1965,F,6-5,195,"November 22, 1941",Maryland,greenje01
380,Dave Greenwood,1980,1991,F-C,6-9,222,"May 27, 1957",UCLA,greenda01
381,Hal Greer,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall,greerha01
382,Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple,greerly01
383,Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",South Carolina,gregoga01
384,Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",Wisconsin,gregocl01
385,John Greig,1983,1983,F,6-7,215,"April 28, 1961",Oregon,greigjo01
386,Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle,grekino01
387,Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",Kentucky,greveke01
388,Dennis Grey,1969,1970,C-F,6-8,215,"August 26, 1947",California Western Uiversity,greyde01
389,Adrian Griffin,2000,2008,G-F,6-5,217,"July 4, 1974",Seton Hall,griffad01
390,AJ Griffin,2023,2024,F,6-6,222,"August 25, 2003",Duke,griffaj01
391,Blake Griffin,2011,2023,F-C,6-9,250,"March 16, 1989",Oklahoma,griffbl01
392,Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall,griffed01
393,Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University,griffgr01
394,Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan,griffpa01
395,Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",Oklahoma,griffta01
396,Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",Louisville,griffda01
397,Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",Dayton,grigsch01
398,Quentin Grimes,2022,2025,G,6-5,205,"May 8, 2000","Kansas, Houston",grimequ01
399,Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",Missouri,grimmde01
400,Woody Grimshaw,1947,1947,G,6-1,185,"September 24, 1919",Brown University,grimswo01
401,Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke,groatdi01
402,Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","Seattle University, Cal State Long Beach",grossbo01
403,Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",Louisville,grossmi01
404,Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount,groteje01
405,Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",Kentucky,grozaal01
406,Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",UNC,grubadi01
407,Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",NC State,grundan01
408,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",Tennessee,grunfer01
409,Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington,guarige01
410,Pétur Guðmundsson,1982,1989,C,7-2,260,"October 30, 1958",Washington,gudmupe01
411,Marko Gudurić,2020,2020,G,6-6,201,"March 8, 1995",,gudurma01
412,Richie Guerin,1957,1970,G,6-4,195,"May 29, 1932",Iona College,gueriri01
413,Mouhamadou Gueye,2024,2024,F,6-9,210,"July 6, 1998","Monroe Community College, Stony Brook University, Pitt",gueyemo01
414,Mouhamed Gueye,2024,2025,F,6-11,210,"November 9, 2002",Washington State,gueyemo02
415,Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",NC State,guglito01
416,Andrés Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",,guibean01
417,Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth,guidija01
418,Coulby Gunther,1947,1949,F,6-4,190,"February 5, 1923","St. John's, Boston College",gunthco01
419,Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",Iowa,gunthda01
420,Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's,guokaal01
421,Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's,guokama01
422,Matt Guokas,1967,1976,G-F,6-5,175,"February 25, 1944",Saint Joseph's,guokama02
423,Jorge Gutiérrez,2014,2016,G,6-3,191,"December 27, 1988",California,gutiejo01
424,Kyle Guy,2020,2022,G,6-1,167,"August 11, 1997",Virginia,guyky01
425,A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana,guytoaj01
426,Rui Hachimura,2020,2025,F,6-8,230,"February 8, 1998",Gonzaga,hachiru01
427,Rudy Hackett,1976,1977,F,6-9,210,"May 10, 1953",Syracuse,hackeru01
428,Hamed Haddadi,2009,2013,C,7-2,254,"May 19, 1985",,haddaha01
429,Jim Hadnot,1968,1968,C-F,6-10,235,"January 15, 1940",Providence,hadnoji01
430,Scott Haffner,1990,1991,G,6-3,180,"February 2, 1966","Illinois, University of Evansville",haffnsc01
431,Cliff Hagan,1957,1970,F-G,6-4,210,"December 9, 1931",Kentucky,hagancl01
432,Glenn Hagan,1982,1982,G,6-0,170,"June 25, 1955",St. Bonaventure,hagangl01
433,Tom Hagan,1970,1971,G,6-3,185,"January 29, 1947",Vanderbilt,haganto01
434,Ashton Hagans,2021,2024,G,6-3,190,"July 8, 1999",Kentucky,haganas01
435,Robert Hahn,1950,1950,C,6-10,240,"August 25, 1925",NC State,hahnro01
436,Al Hairston,1969,1970,G,6-1,170,"December 11, 1945",Bowling Green,hairsal01
437,Happy Hairston,1965,1975,F,6-7,225,"May 31, 1942",NYU,hairsha01
438,Lindsay Hairston,1976,1976,F-C,6-7,180,"December 8, 1951",Michigan State,hairsli01
439,Malik Hairston,2009,2010,G,6-6,220,"February 23, 1987",Oregon,hairsma01
440,P.J. Hairston,2015,2016,G-F,6-6,230,"December 24, 1992",UNC,hairspj02
441,Marcus Haislip,2003,2010,F,6-10,230,"December 22, 1980",Tennessee,haislma01
442,Chick Halbert,1947,1951,C,6-9,225,"February 27, 1919",West Texas A&M University,halbech01
443,Swede Halbrook,1961,1962,C,7-3,235,"January 30, 1933",Oregon State,halbrsw01
444,Bruce Hale,1949,1951,G-F,6-1,170,"August 30, 1918",Santa Clara,halebr01
445,Hal Hale,1968,1968,G,6-1,180,"September 21, 1945",Utah State University,haleha01
446,Jack Haley,1989,1998,C-F,6-10,240,"January 27, 1964",UCLA,haleyja01
447,Tyrese Haliburton,2021,2025,G,6-5,185,"February 29, 2000",Iowa State,halibty01
448,Shaler Halimon,1969,1973,G-F,6-5,199,"March 30, 1945","Imperial Valley College, Utah State University",halimsh01
449,Devon Hall,2020,2020,G,6-2,215,"July 7, 1995",Virginia,hallde01
450,Donta Hall,2020,2021,F,6-9,232,"August 7, 1997",Alabama,halldo01
451,Jordan Hall,2023,2023,G-F,6-7,215,"January 14, 2002",Saint Joseph's,halljo02
452,Josh Hall,2021,2021,F,6-9,190,"October 8, 2000",,halljo01
453,Mike Hall,2007,2007,F,6-8,230,"June 5, 1984",George Washington,hallmi01
454,PJ Hall,2025,2025,F,6-8,245,"February 21, 2002",Clemson,hallpj01
455,Tyler Hall,2022,2022,G,6-5,209,"March 25, 1997",Montana State,hallty01
456,Jeff Halliburton,1972,1973,G,6-5,193,"July 3, 1949",Drake University,hallije01
457,Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech,hamda01
458,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",Tennessee,hamerst01
459,Dale Hamilton,1950,1950,G-F,6-0,180,"August 16, 1919",Franklin College,hamilda01
460,Daniel Hamilton,2018,2019,G-F,6-7,195,"August 8, 1995",UConn,hamilda02
461,Dennis Hamilton,1968,1971,F,6-8,210,"May 8, 1944",Arizona State,hamilde01
462,Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948","Southwestern Christian College, University of North Texas",hamiljo01
463,Jordan Hamilton,2012,2016,G-F,6-7,220,"October 6, 1990",Texas,hamiljo02
464,Justin Hamilton,2014,2017,C,7-0,260,"April 1, 1990","Iowa State, LSU",hamilju01
465,Ralph Hamilton,1949,1949,G-F,6-1,188,"June 10, 1921",Indiana,hamilra01
466,Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",UConn,hamilri01
467,Roy Hamilton,1980,1981,G,6-2,180,"July 20, 1957",UCLA,hamilro01
468,Steve Hamilton,1959,1960,F-C,6-6,190,"November 30, 1934","Purdue, Morehead State University",hamilst01
469,Tang Hamilton,2002,2002,F,6-8,220,"May 26, 1978",Mississippi State,hamilta01
470,Thomas Hamilton,1996,2000,C,7-2,330,"April 3, 1975",Pitt,hamilth01
471,Zendon Hamilton,2001,2006,C-F,6-11,250,"April 27, 1975",St. John's,hamilze01
472,Geert Hammink,1994,1996,C,7-0,262,"July 12, 1969",LSU,hammige01
473,Julian Hammond,1968,1972,F,6-5,205,"May 27, 1943",Tulsa,hammoju01
474,Tom Hammonds,1990,2001,F,6-9,215,"March 27, 1967",Georgia Tech,hammoto01
475,A.J. Hammons,2017,2017,C,7-0,260,"August 27, 1992",Purdue,hammoaj01
476,Joe Hamood,1968,1968,G,6-0,180,"September 7, 1943",Houston,hamoojo01
477,R.J. Hampton,2021,2024,G,6-4,175,"February 7, 2001",,hamptrj01
478,Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",Kansas,hancoda01
479,Ben Handlogten,2004,2005,C,6-10,240,"November 16, 1973",Western Michigan,handlbe01
480,Cecil Hankins,1947,1948,G,6-1,175,"January 6, 1922",Oklahoma State,hankice01
481,Phil Hankinson,1974,1975,F,6-8,195,"July 26, 1951",Penn,hankiph01
482,Dusty Hannahs,2019,2020,G,6-3,210,"September 2, 1993","Texas Tech, Arkansas",hannadu01
483,Alex Hannum,1950,1957,F-C,6-7,210,"July 19, 1923",USC,hannual01
484,Don Hanrahan,1953,1953,F,6-7,200,"February 6, 1929",Loyola Chicago,hanrado01
485,Rollen Hans,1954,1955,G,6-2,210,"April 13, 1931",Long Island University,hansro01
486,Ben Hansbrough,2013,2013,G,6-3,203,"December 23, 1987","Mississippi State, Notre Dame",hansbbe01
487,Tyler Hansbrough,2010,2016,F,6-9,250,"November 3, 1985",UNC,hansbty01
488,Bob Hansen,1984,1992,G,6-6,190,"January 18, 1961",Iowa,hansebo01
489,Glenn Hansen,1976,1978,G,6-4,205,"April 21, 1952",LSU,hansegl01
490,Lars Hansen,1979,1979,C,6-10,225,"September 14, 1954",Washington,hansela01
491,Travis Hansen,2004,2004,G,6-6,205,"April 15, 1978","Utah Valley, BYU",hansetr01
492,Reggie Hanson,1998,1998,F,6-8,195,"October 6, 1968",Kentucky,hansore01
493,Bill Hanzlik,1981,1990,G-F,6-7,185,"December 6, 1957",Notre Dame,hanzlbi01
494,Luke Harangody,2011,2012,F,6-8,246,"January 2, 1988",Notre Dame,haranlu01
495,Anfernee Hardaway,1994,2008,G-F,6-7,195,"July 18, 1971",Memphis,hardaan01
496,Tim Hardaway,1990,2003,G,6-0,175,"September 1, 1966",Texas-El Paso,hardati01
497,Tim Hardaway Jr.,2014,2025,G,6-5,205,"March 16, 1992",Michigan,hardati02
498,James Harden,2010,2025,G,6-5,220,"August 26, 1989",Arizona State,hardeja01
499,Reggie Harding,1964,1968,C,7-0,249,"May 4, 1942",,hardire01
500,Charlie Hardnett,1963,1965,F-C,6-8,225,"September 13, 1938",Grambling State University,hardnch01
501,Alan Hardy,1981,1982,F,6-7,195,"May 25, 1957",Michigan,hardyal01
502,Darrell Hardy,1968,1968,F,6-7,220,,Baylor,hardyda01
503,Jaden Hardy,2023,2025,G,6-4,198,"July 5, 2002",,hardyja02
504,James Hardy,1979,1982,F-C,6-8,220,"December 1, 1956",San Francisco,hardyja01
505,Ira Harge,1968,1973,C,6-9,225,"March 14, 1941","Southeastern Iowa Community College, West Burlington Campus, New Mexico",hargeir01
506,John Hargis,1950,1951,G-F,6-2,180,"August 20, 1920",Texas,hargijo01
507,Elijah Harkless,2025,2025,G,6-3,195,"February 3, 2000","Cal State Northridge, Oklahoma, UNLV",harklej01
508,Maurice Harkless,2013,2022,F-G,6-7,220,"May 11, 1993",St. John's,harklma01
509,Jerry Harkness,1964,1969,G,6-2,175,"May 7, 1940",Loyola Chicago,harknje01
510,Skip Harlicka,1969,1969,G,6-1,185,"October 14, 1946",South Carolina,harlisk01
511,Jerome Harmon,1995,1995,G,6-4,190,"February 6, 1969",Louisville,harmoje01
512,Derek Harper,1984,1999,G,6-4,185,"October 13, 1961",Illinois,harpede01
513,Jared Harper,2020,2022,G,5-10,175,"September 14, 1997",Auburn,harpeja01
514,Justin Harper,2012,2017,F,6-10,225,"August 30, 1989",Richmond,harpeju01
515,Mike Harper,1981,1982,C-F,6-10,195,"December 9, 1957",North Park University,harpemi01
516,Ron Harper,1987,2001,G-F,6-6,185,"January 20, 1964",Miami University,harpero01
517,Ron Harper Jr.,2023,2024,G-F,6-6,245,"April 12, 2000",Rutgers University,harpero02
518,Matt Harpring,1999,2009,F,6-7,231,"May 31, 1976",Georgia Tech,harprma01
519,Montrezl Harrell,2016,2023,F-C,6-7,240,"January 26, 1994",Louisville,harremo01
520,Josh Harrellson,2012,2014,C,6-10,275,"February 12, 1989",Kentucky,harrejo01
521,Adam Harrington,2003,2003,G,6-5,200,"July 5, 1980","NC State, Auburn",harriad01
522,Al Harrington,1999,2014,F,6-9,230,"February 17, 1980",,harrial01
523,Junior Harrington,2003,2007,G,6-4,180,"October 2, 1980",Wingate University,harriju01
524,Othella Harrington,1997,2008,F-C,6-9,235,"January 31, 1974",Georgetown,harriot01
525,Art Harris,1969,1972,G,6-4,185,"January 13, 1947",Stanford,harriar01
526,Bernie Harris,1975,1975,F,6-10,200,"November 26, 1950",VCU,harribe01
527,Billy Harris,1975,1975,G,6-2,185,"November 12, 1951",Northern Illinois,harribi01
528,Bob Harris,1950,1954,F-C,6-7,195,"March 16, 1927",Oklahoma State,harribo01
529,Chris Harris,1956,1956,G,6-3,190,"August 11, 1933",Dayton,harrich01
530,Devin Harris,2005,2019,G,6-3,185,"February 27, 1983",Wisconsin,harride01
531,Elias Harris,2014,2014,F,6-8,239,"July 6, 1989",Gonzaga,harriel01
532,Gary Harris,2015,2025,G,6-4,210,"September 14, 1994",Michigan State,harriga01
533,Jalen Harris,2021,2021,G,6-5,195,"August 14, 1998","Nevada, Louisiana Tech",harrija01
534,Joe Harris,2015,2024,G,6-6,220,"September 6, 1991",Virginia,harrijo01
535,Kevon Harris,2023,2024,G,6-5,216,"June 24, 1997",Stephen F. Austin,harrike01
536,Lucious Harris,1994,2005,G,6-5,190,"December 18, 1970",Cal State Long Beach,harrilu01
537,Manny Harris,2011,2017,G,6-5,185,"September 21, 1989",Michigan,harrima01
538,Mike Harris,2008,2014,F,6-6,240,"June 15, 1983",Rice University,harrimi01
539,Steve Harris,1986,1990,G,6-5,195,"October 15, 1963",Tulsa,harrist01
540,Terrel Harris,2012,2013,G,6-5,190,"August 10, 1987",Oklahoma State,harrite01
541,Tobias Harris,2012,2025,F,6-8,226,"July 15, 1992",Tennessee,harrito02
542,Tony Harris,1991,1995,G,6-3,190,"May 13, 1967","Lamar, New Orleans",harrito01
543,Aaron Harrison,2016,2018,G,6-6,210,"October 28, 1994",Kentucky,harriaa01
544,Andrew Harrison,2017,2019,G,6-6,213,"October 28, 1994",Kentucky,harrian01
545,Bob Harrison,1950,1958,G,6-1,190,"August 12, 1927",Michigan,harribo02
546,David Harrison,2005,2008,C,7-0,280,"August 15, 1982",Colorado,harrida01
547,Shaquille Harrison,2018,2024,G,6-4,190,"October 6, 1993",Tulsa,harrish01
548,Jason Hart,2001,2010,G,6-3,185,"April 29, 1978",Syracuse,hartja01
549,Josh Hart,2018,2025,G,6-4,215,"March 6, 1995",Villanova,hartjo01
550,Isaiah Hartenstein,2019,2025,F,7-0,255,"May 5, 1998",,harteis01
551,Antonio Harvey,1994,2003,F-C,6-11,225,"July 6, 1970","Southern Illinois, Georgia, Pfeiffer University",harvean01
552,Donnell Harvey,2001,2005,F,6-8,220,"August 26, 1980",Florida,harvedo01
553,Scott Haskin,1994,1994,C-F,6-11,250,"September 19, 1970",Oregon State,haskisc01
554,Clem Haskins,1968,1976,G,6-3,195,"July 11, 1943",Western Kentucky,haskicl01
555,Udonis Haslem,2004,2023,F-C,6-8,235,"June 9, 1980",Florida,hasleud01
556,Trenton Hassell,2002,2010,G,6-5,200,"March 4, 1979",Austin Peay State University,hassetr01
557,Billy Hassett,1950,1951,G,5-11,180,"October 21, 1921",Notre Dame,hassebi01
558,Joe Hassett,1978,1983,G,6-5,180,"September 11, 1955",Providence,hassejo01
559,Scott Hastings,1983,1993,F-C,6-10,235,"June 3, 1960",Arkansas,hastisc01
560,Kirk Haston,2002,2003,F,6-9,242,"March 10, 1979",Indiana,hastoki01
561,Vern Hatton,1959,1962,G,6-3,195,"January 13, 1936",Kentucky,hattove01
562,Sam Hauser,2022,2025,F,6-8,215,"December 8, 1997","Marquette, Virginia",hausesa01
563,John Havlicek,1963,1978,F-G,6-5,203,"April 8, 1940",Ohio State,havlijo01
564,Spencer Hawes,2008,2017,C-F,7-1,245,"April 28, 1988",Washington,hawessp01
565,Steve Hawes,1975,1984,C-F,6-9,220,"May 26, 1950",Washington,hawesst01
566,Bubbles Hawkins,1976,1979,G,6-4,190,"June 30, 1954",Illinois State,hawkiro01
567,Connie Hawkins,1968,1976,F-C,6-8,210,"July 17, 1942",Iowa,hawkico01
568,Hersey Hawkins,1989,2001,G,6-3,190,"September 29, 1966",Bradley,hawkihe01
569,Jordan Hawkins,2024,2025,G,6-5,195,"April 29, 2002",UConn,hawkijo01
570,Juaquin Hawkins,2003,2003,G-F,6-7,220,"July 2, 1973",Cal State Long Beach,hawkiju01
571,Marshall Hawkins,1950,1950,F,6-3,205,"August 3, 1924",Tennessee,hawkima01
