Player,Team,From,To,Position,Height,Weight,Birth Date,College,bball_id,draft_year,draft_round,draft_number
Don Kojis,Unknown,1964.0,1975.0,F,6-5,215.0,"January 15, 1939",Marquette,kojisdo01,1961.0,1.0,13.0
Don Lofgran,,1951.0,1954.0,F-C,6-5,200.0,"November 8, 1929",San Francisco,lofgrdo01,,,
Don MacLean,Unknown,1993.0,2001.0,F,6-10,235.0,"January 16, 1970",UCLA,macledo01,1992.0,1.0,19.0
Don Martin,,1947.0,1949.0,C-F,6-7,210.0,"February 7, 1920",Central Missouri State University,martido01,,,
Don May,Unknown,1969.0,1975.0,F,6-4,200.0,"January 3, 1946",Dayton,maydo01,1968.0,1.0,30.0
Don Nelson,Unknown,1963.0,1976.0,F,6-6,210.0,"May 15, 1940",Iowa,nelsodo01,1962.0,1.0,19.0
Don Ohl,Unknown,1961.0,1970.0,G,6-3,190.0,"April 18, 1936",Illinois,ohldo01,1958.0,2.0,37.0
Don Otten,,1950.0,1953.0,C,6-11,240.0,"April 18, 1921",Bowling Green,ottendo01,,,
Don Putman,,1947.0,1950.0,G,6-1,170.0,"November 13, 1922",Colorado,putnado01,,,
Don Ray,,1950.0,1950.0,F-C,6-5,190.0,"July 8, 1921",Western Kentucky,raydo01,,,
Don Rehfeldt,,1951.0,1952.0,F,6-7,210.0,"January 7, 1927",Wisconsin,rehfedo01,,,
Don Reid,Unknown,1996.0,2003.0,F,6-8,250.0,"December 30, 1973",Georgetown,reiddo01,1995.0,2.0,58.0
Don Savage,,1952.0,1957.0,F-G,6-3,205.0,"April 9, 1928",LeMoyne College,savagdo01,,,
Don Sidle,Unknown,1969.0,1972.0,F-C,6-8,215.0,"June 21, 1946",Oklahoma,sidledo01,1968.0,1.0,29.0
Don Smith,Unknown,1949.0,1949.0,G-F,6-2,190.0,"July 27, 1920",Minnesota,smithdo01,1974.0,1.0,19.0
Don Smith,Unknown,1975.0,1975.0,G,6-0,160.0,"October 10, 1951",Dayton,smithdo02,1974.0,1.0,19.0
Don Sunderlage,,1954.0,1955.0,G,6-1,180.0,"December 20, 1929",Illinois,sundedo01,,,
Don Washington,Unknown,1975.0,1976.0,F,6-8,210.0,"April 22, 1952",UNC,washido01,1975.0,2.0,80.0
Donald Hodge,Unknown,1992.0,1996.0,C,7-0,230.0,"February 25, 1969",Temple,hodgedo01,1991.0,2.0,33.0
Donald Royal,Unknown,1990.0,1998.0,F,6-8,210.0,"May 22, 1966",Notre Dame,royaldo01,1987.0,2.0,52.0
Donald Sloan,,2012.0,2016.0,G,6-3,205.0,"January 15, 1988",Texas A&M,sloando01,,,
Donald Whiteside,,1997.0,1998.0,G,5-10,160.0,"April 25, 1969",Northern Illinois,whitedo01,,,
Donatas Motiejūnas,,2013.0,2019.0,F-C,7-0,222.0,"September 20, 1990",,motiedo01,,,
Donell Taylor,,2006.0,2007.0,G,6-6,180.0,"July 26, 1982","Okaloosa-Walton Community College, UAB",taylodo01,,,
Donnell Harvey,Unknown,2001.0,2005.0,F,6-8,220.0,"August 26, 1980",Florida,harvedo01,2000.0,1.0,22.0
Donnie Boyce,Unknown,1996.0,1997.0,G,6-5,196.0,"September 2, 1973",Colorado,boycedo01,1995.0,2.0,42.0
Donnie Butcher,Unknown,1962.0,1966.0,G,6-2,200.0,"February 8, 1936",Pikeville College,butchdo01,1961.0,2.0,60.0
Donnie Forman,,1949.0,1949.0,G,5-10,175.0,"January 17, 1926",NYU,formado01,,,
Donnie Freeman,Unknown,1968.0,1976.0,G,6-3,185.0,"July 18, 1944",Illinois,freemdo01,1966.0,1.0,29.0
Donny Marshall,Unknown,1996.0,2003.0,F,6-7,230.0,"July 17, 1972",UConn,marshdo02,1995.0,2.0,39.0
Donovan Clingan,Portland Trail Blazers,2025.0,2025.0,C,7-2,280.0,"February 23, 2004",UConn,clingdo01,2024.0,1.0,7.0
Donovan Mitchell,Cleveland Cavaliers,2018.0,2025.0,G,6-3,215.0,"September 7, 1996",Louisville,mitchdo01,2017.0,1.0,13.0
Donovan Williams,,2023.0,2023.0,F,6-6,190.0,"September 6, 2001","Texas, UNLV",willido02,,,
Donta Hall,,2020.0,2021.0,F,6-9,232.0,"August 7, 1997",Alabama,halldo01,,,
Donta Smith,Unknown,2005.0,2006.0,G-F,6-7,215.0,"November 27, 1983",Southeastern Illinois College,smithdo04,2004.0,2.0,34.0
Dontae' Jones,Unknown,1998.0,1998.0,F,6-8,220.0,"June 2, 1975","Northeast Mississippi Community College, Mississippi State",jonesdo01,1996.0,1.0,21.0
Donte DiVincenzo,Minnesota Timberwolves,2019.0,2025.0,G,6-4,203.0,"January 31, 1997",Villanova,divindo01,2018.0,1.0,17.0
Donte Grantham,,2019.0,2019.0,F,6-8,215.0,"March 19, 1995",Clemson,grantdo01,,,
Dontell Jefferson,,2009.0,2009.0,G,6-5,195.0,"December 15, 1983",Arkansas,jeffedo01,,,
Dontonio Wingfield,Unknown,1995.0,1998.0,F,6-8,256.0,"June 23, 1974",Cincinnati,wingfdo01,1994.0,2.0,37.0
Donté Greene,,2009.0,2012.0,F,6-11,226.0,"February 21, 1988",Syracuse,greendo01,,,
Donyell Marshall,Unknown,1995.0,2009.0,F,6-9,218.0,"May 18, 1973",UConn,marshdo01,1994.0,1.0,4.0
Dorell Wright,Unknown,2005.0,2015.0,F-G,6-9,205.0,"December 2, 1985",,wrighdo01,2004.0,1.0,19.0
Dorian Finney-Smith,,2017.0,2025.0,F,6-7,220.0,"May 4, 1993",Florida,finnedo01,,,
Dorie Murrey,Unknown,1967.0,1972.0,F-C,6-8,215.0,"September 7, 1943",Detroit Mercy,murredo01,1966.0,1.0,12.0
Doron Lamb,Unknown,2013.0,2014.0,G,6-4,210.0,"November 6, 1991",Kentucky,lambdo01,2012.0,2.0,42.0
Doug Bolstorff,Unknown,1958.0,1958.0,G,6-4,195.0,"October 29, 1931",Minnesota,bolstdo01,1957.0,2.0,57.0
Doug Christie,Unknown,1993.0,2007.0,G-F,6-6,200.0,"May 9, 1970",Pepperdine,chrisdo01,1992.0,1.0,17.0
Doug Collins,Unknown,1974.0,1981.0,G-F,6-6,180.0,"July 28, 1951",Illinois State,collido01,1973.0,1.0,1.0
Doug Edwards,Unknown,1994.0,1996.0,F,6-7,220.0,"January 21, 1971",Florida State,edwardo01,1993.0,1.0,15.0
Doug Holcomb,,1949.0,1949.0,F,6-4,200.0,"February 9, 1921",Wisconsin,holcodo01,,,
Doug Kistler,Unknown,1962.0,1962.0,F,6-9,210.0,"March 21, 1938",Duke,kistldo01,1961.0,1.0,26.0
Doug Lee,Unknown,1992.0,1995.0,G-F,6-5,200.0,"October 24, 1964","Texas A&M, Purdue",leedo01,1987.0,2.0,35.0
Doug McDermott,Sacramento Kings,2015.0,2025.0,F,6-6,225.0,"January 3, 1992",Creighton,mcderdo01,2014.0,1.0,11.0
Doug Moe,Unknown,1968.0,1972.0,F-G,6-5,215.0,"September 21, 1938",UNC,moedo01,1960.0,2.0,52.0
Doug Overton,Unknown,1993.0,2004.0,G,6-3,190.0,"August 3, 1969",La Salle,overtdo01,1991.0,2.0,40.0
Doug Roth,Unknown,1990.0,1990.0,C,6-11,255.0,"August 24, 1967",Tennessee,rothdo01,1989.0,2.0,41.0
Doug Sims,,1969.0,1969.0,F,6-7,195.0,"June 29, 1943",Kent State University,simsdo01,,,
Doug Smith,Unknown,1992.0,1996.0,F,6-10,220.0,"September 17, 1969",Missouri,smithdo03,1991.0,1.0,6.0
Doug West,Unknown,1990.0,2001.0,G-F,6-6,200.0,"May 27, 1967",Villanova,westdo01,1989.0,2.0,38.0
Doyle Parrack,,1947.0,1947.0,F-G,6-0,165.0,"December 6, 1921",Oklahoma State,parrado01,,,
Dragan Bender,Unknown,2017.0,2020.0,F,7-0,225.0,"November 17, 1997",,bendedr01,2016.0,1.0,4.0
Dragan Tarlać,,2001.0,2001.0,C,6-10,260.0,"May 9, 1973",,tarladr01,,,
Draymond Green,Golden State Warriors,2013.0,2025.0,F,6-6,230.0,"March 4, 1990",Michigan State,greendr01,2012.0,2.0,35.0
Dražen Petrović,,1990.0,1993.0,G,6-5,195.0,"October 22, 1964",,petrodr01,,,
Drew Barry,Unknown,1998.0,2000.0,G,6-5,191.0,"February 17, 1973",Georgia Tech,barrydr01,1996.0,2.0,57.0
Drew Eubanks,,2019.0,2025.0,F,6-9,245.0,"February 1, 1997",Oregon State,eubandr01,,,
Drew Gooden,Unknown,2003.0,2016.0,F,6-10,250.0,"September 24, 1981",Kansas,goodedr01,2002.0,1.0,4.0
Drew Gordon,,2015.0,2015.0,F,6-9,245.0,"July 12, 1990","UCLA, New Mexico",gordodr01,,,
Drew Peterson,,2024.0,2025.0,G,6-9,205.0,"November 9, 1999","Rice University, USC",peterdr01,,,
Dru Smith,,2023.0,2025.0,G,6-3,203.0,"December 30, 1997","University of Evansville, Missouri",smithdr01,,,
Duane Causwell,Unknown,1991.0,2001.0,C,7-0,240.0,"May 31, 1968",Temple,causwdu01,1990.0,1.0,18.0
Duane Cooper,Unknown,1993.0,1994.0,G,6-1,185.0,"June 25, 1969",USC,coopedu01,1992.0,2.0,36.0
Duane Ferrell,,1989.0,1999.0,F-G,6-7,209.0,"February 28, 1965",Georgia Tech,ferredu01,,,
Duane Klueh,,1950.0,1951.0,G,6-3,175.0,"January 6, 1926",Indiana State University,kluehdu01,,,
Duane Washington,Unknown,1988.0,1993.0,G,6-4,195.0,"August 31, 1964",Middle Tennessee,washidu01,1987.0,2.0,36.0
Duane Washington Jr.,,2022.0,2023.0,G,6-3,210.0,"March 24, 2000",Ohio State,washidu02,,,
Duck Williams,Unknown,1980.0,1980.0,G,6-2,180.0,"August 2, 1956",Notre Dame,willidu01,1978.0,2.0,96.0
Dudley Bradley,Unknown,1980.0,1989.0,G-F,6-6,195.0,"March 19, 1957",UNC,bradldu01,1979.0,1.0,13.0
Duje Dukan,,2016.0,2016.0,F,6-9,220.0,"December 4, 1991",Wisconsin,dukandu01,,,
Duncan Robinson,,2019.0,2025.0,G-F,6-7,215.0,"April 22, 1994","Williams, Michigan",robindu01,,,
Duop Reath,,2024.0,2025.0,C,6-11,245.0,"June 26, 1996","Lee College, LSU",reathdu01,,,
Dusty Hannahs,,2019.0,2020.0,G,6-3,210.0,"September 2, 1993","Texas Tech, Arkansas",hannadu01,,,
Dwaine Dillard,Unknown,1976.0,1976.0,F,6-6,230.0,"March 9, 1949",Eastern Michigan,dilladw01,1972.0,2.0,89.0
Dwayne Bacon,Unknown,2018.0,2021.0,G,6-6,221.0,"August 30, 1995",Florida State,bacondw01,2017.0,2.0,40.0
Dwayne Jones,,2006.0,2010.0,F-C,6-11,250.0,"June 9, 1983",Saint Joseph's,jonesdw02,,,
Dwayne McClain,Unknown,1986.0,1986.0,G,6-6,185.0,"February 7, 1963",Villanova,mccladw01,1985.0,1.0,27.0
Dwayne Morton,Unknown,1995.0,1995.0,F,6-7,195.0,"August 8, 1971",Louisville,mortodw01,1994.0,2.0,45.0
Dwayne Polee,Unknown,1987.0,1987.0,G,6-5,180.0,"March 2, 1963","UNLV, Pepperdine",poleedw01,1986.0,2.0,54.0
Dwayne Schintzius,Unknown,1991.0,1999.0,C,7-1,260.0,"October 14, 1968",Florida,schindw01,1990.0,1.0,24.0
Dwayne Whitfield,Unknown,1996.0,1996.0,F,6-9,240.0,"August 21, 1972",Jackson State University,whitfdw01,1995.0,2.0,40.0
Dwight Anderson,Unknown,1983.0,1983.0,G,6-3,185.0,"December 28, 1960","Kentucky, USC",anderdw01,1982.0,2.0,41.0
Dwight Buycks,,2014.0,2018.0,G,6-3,190.0,"March 6, 1989",Marquette,buyckdw01,,,
Dwight Davis,Unknown,1973.0,1977.0,F,6-8,220.0,"October 28, 1949",Houston,davisdw01,1972.0,1.0,3.0
Dwight Howard,Unknown,2005.0,2022.0,C,6-10,265.0,"December 8, 1985",,howardw01,2004.0,1.0,1.0
Dwight Jones,Unknown,1974.0,1983.0,F-C,6-10,210.0,"February 27, 1952",Houston,jonesdw01,1973.0,1.0,9.0
Dwight Powell,Dallas Mavericks,2015.0,2025.0,F-C,6-10,240.0,"July 20, 1991",Stanford,poweldw01,2014.0,2.0,45.0
Dwight Waller,Unknown,1969.0,1972.0,F,6-6,220.0,"October 5, 1945",Tennessee State,walledw01,1968.0,2.0,131.0
Dwyane Wade,Unknown,2004.0,2019.0,G,6-4,220.0,"January 17, 1982",Marquette,wadedw01,2003.0,1.0,5.0
Dylan Windler,Unknown,2021.0,2024.0,G-F,6-6,196.0,"September 22, 1996",Belmont,windldy01,2019.0,1.0,26.0
Dyron Nix,Unknown,1990.0,1990.0,F,6-7,210.0,"February 11, 1967",Tennessee,nixdy01,1989.0,1.0,29.0
Dyson Daniels,Atlanta Hawks,2023.0,2025.0,G,6-8,199.0,"March 17, 2003",,daniedy01,2022.0,1.0,8.0
Dāvis Bertāns,,2017.0,2024.0,F,6-10,225.0,"November 12, 1992",,bertada01,,,
Džanan Musa,,2019.0,2020.0,G-F,6-9,217.0,"May 8, 1999",,musadz01,,,
E'Twaun Moore,Unknown,2012.0,2021.0,G-F,6-3,191.0,"February 25, 1989",Purdue,mooreet01,2011.0,2.0,55.0
E.C. Coleman,Unknown,1974.0,1979.0,F,6-8,225.0,"September 25, 1950",Houston Baptist University,colemec01,1973.0,2.0,51.0
E.J. Liddell,Chicago Bulls,2024.0,2025.0,F,6-7,240.0,"December 18, 2000",Ohio State,liddeej01,2022.0,2.0,41.0
Earl Barron,,2006.0,2015.0,C,7-0,250.0,"August 14, 1981",Memphis,barroea01,,,
Earl Boykins,,1999.0,2012.0,G,5-5,135.0,"June 2, 1976",Eastern Michigan,boykiea01,,,
Earl Clark,Unknown,2010.0,2015.0,F,6-10,225.0,"January 17, 1988",Louisville,clarkea01,2009.0,1.0,14.0
Earl Cureton,Unknown,1981.0,1997.0,F-C,6-9,210.0,"September 3, 1957","Robert Morris University (PA), Detroit Mercy",curetea01,1979.0,2.0,58.0
Earl Dodd,,1950.0,1950.0,F,6-5,175.0,"November 1, 1924",Truman State University,doddea01,,,
Earl Evans,Unknown,1980.0,1980.0,F,6-8,202.0,"November 11, 1955","USC, UNLV",evansea01,1978.0,2.0,157.0
Earl Gardner,,1949.0,1949.0,F,6-3,195.0,"September 18, 1923",DePauw University,gardnea01,,,
Earl Jones,Unknown,1985.0,1986.0,C,7-0,210.0,"January 13, 1961",University of the District of Columbia,jonesea01,1984.0,1.0,23.0
Earl Lloyd,,1951.0,1960.0,F-C,6-5,200.0,"April 3, 1928",West Virginia State University,lloydea01,,,
Earl Monroe,Unknown,1968.0,1980.0,G,6-3,185.0,"November 21, 1944",Winston-Salem State,monroea01,1967.0,1.0,2.0
Earl Shannon,,1947.0,1949.0,G-F,5-11,170.0,"November 23, 1921",Rhode Island,shannea01,,,
Earl Tatum,Unknown,1977.0,1980.0,G-F,6-5,185.0,"July 26, 1953",Marquette,tatumea01,1976.0,1.0,21.0
Earl Watson,Unknown,2002.0,2014.0,G,6-1,195.0,"June 12, 1979",UCLA,watsoea01,2001.0,2.0,40.0
Earl Williams,Unknown,1975.0,1979.0,C-F,6-7,230.0,"March 24, 1951",Winston-Salem State,williea01,1974.0,2.0,49.0
Earle Higgins,Unknown,1971.0,1971.0,F,6-8,195.0,"December 30, 1946","Casper College, Eastern Michigan",higgiea01,1970.0,2.0,36.0
Earnie Killum,Unknown,1971.0,1971.0,G,6-3,180.0,"June 11, 1948",Stetson University,killuea01,1970.0,1.0,30.0
Easy Parham,,1949.0,1951.0,F-G,6-3,200.0,"December 27, 1921",Texas Wesleyan University,parhaea01,,,
Ed Bartels,,1950.0,1951.0,F,6-5,195.0,"October 8, 1925",NC State,barteed01,,,
Ed Beach,,1951.0,1951.0,F,6-3,200.0,"January 25, 1929",West Virginia,beached01,,,
Ed Biedenbach,Unknown,1969.0,1969.0,G,6-1,175.0,"August 12, 1945",NC State,biedeed01,1967.0,2.0,96.0
Ed Burton,,1962.0,1965.0,F,6-6,225.0,"August 13, 1939",Michigan State,burtoed01,,,
Ed Conlin,Unknown,1956.0,1962.0,F-G,6-5,200.0,"September 2, 1933",Fordham,conlied01,1955.0,1.0,7.0
Ed Dahler,,1952.0,1952.0,F,6-5,190.0,"January 31, 1926",Duquesne,dahleed01,,,
Ed Davis,Unknown,2011.0,2022.0,F,6-9,218.0,"June 5, 1989",UNC,davised01,2010.0,1.0,13.0
Ed Earle,,1954.0,1954.0,F,6-3,190.0,"April 28, 1927",Loyola Chicago,earleed01,,,
Ed Fleming,Unknown,1956.0,1960.0,G-F,6-3,189.0,"July 25, 1933",Niagara University,flemied01,1955.0,1.0,18.0
Ed Gayda,,1951.0,1951.0,G-F,6-4,210.0,"May 16, 1927",Washington State,gaydaed01,,,
Ed Gray,Unknown,1998.0,1999.0,G,6-3,210.0,"September 27, 1975","Tennessee, California",grayed01,1997.0,1.0,22.0
Ed Horton,Unknown,1990.0,1990.0,F,6-8,230.0,"December 17, 1967",Iowa,hortoed01,1989.0,2.0,39.0
Ed Johnson,Unknown,1969.0,1971.0,C,6-8,205.0,"June 17, 1944",Tennessee State,johnsed01,1968.0,2.0,34.0
Ed Kalafat,,1955.0,1957.0,C-F,6-6,245.0,"October 13, 1932",Minnesota,kalafed01,,,
Ed Kasid,,1947.0,1947.0,G,5-11,185.0,"August 13, 1923",,kasided01,,,
Ed Leede,,1950.0,1951.0,F-G,6-3,185.0,"July 17, 1927",Dartmouth College,leedeed01,,,
Ed Macauley,,1950.0,1959.0,C-F,6-8,185.0,"March 22, 1928",Saint Louis,macaued01,,,
Ed Manning,Unknown,1968.0,1976.0,F,6-7,210.0,"January 2, 1944",Jackson State University,mannied01,1967.0,2.0,80.0
Ed Melvin,,1947.0,1947.0,G,5-9,170.0,"February 13, 1916",Duquesne,melvied01,,,
Ed Mikan,,1949.0,1954.0,C-F,6-8,230.0,"October 20, 1925",DePaul,mikaned01,,,
Ed Nealy,Unknown,1983.0,1993.0,F,6-7,238.0,"February 19, 1960",Kansas State,nealyed01,1982.0,2.0,166.0
Ed O'Bannon,Unknown,1996.0,1997.0,F,6-8,222.0,"August 14, 1972",UCLA,obanned01,1995.0,1.0,9.0
Ed Peterson,,1950.0,1951.0,C,6-9,220.0,"June 27, 1924",Cornell,petered01,,,
Ed Pinckney,Unknown,1986.0,1997.0,F,6-9,195.0,"March 27, 1963",Villanova,pincked01,1985.0,1.0,10.0
Ed Rains,Unknown,1982.0,1983.0,F,6-7,190.0,"December 24, 1956",University of South Alabama,rainsed01,1981.0,1.0,30.0
Ed Ratleff,Unknown,1974.0,1978.0,F-G,6-6,195.0,"March 29, 1950",Cal State Long Beach,ratleed01,1973.0,1.0,6.0
Ed Sadowski,,1947.0,1950.0,C,6-5,240.0,"July 11, 1915",Seton Hall,sadowed01,,,
Ed Searcy,Unknown,1976.0,1976.0,F,6-6,210.0,"April 17, 1952",St. John's,searced01,1974.0,2.0,82.0
Ed Sherod,Unknown,1983.0,1983.0,G,6-2,170.0,"September 13, 1959",VCU,sheroed01,1981.0,2.0,72.0
Ed Smith,,1954.0,1954.0,F,6-6,180.0,"July 5, 1929",Harvard University,smithed01,,,
Ed Stanczak,,1950.0,1951.0,F,6-1,185.0,"August 15, 1921",,stanced01,,,
Ed Stokes,Unknown,1998.0,1998.0,C,7-0,264.0,"September 3, 1971",Arizona,stokeed01,1993.0,2.0,35.0
Eddie Basden,,2006.0,2006.0,G,6-5,215.0,"February 15, 1983",UNC Charlotte,basdeed01,,,
Eddie Gill,,2001.0,2009.0,G,6-0,190.0,"August 16, 1978",Weber State,gilled01,,,
Eddie Griffin,Unknown,2002.0,2007.0,F-C,6-10,220.0,"May 30, 1982",Seton Hall,griffed01,2001.0,1.0,7.0
Eddie House,Unknown,2001.0,2011.0,G,6-1,180.0,"May 14, 1978",Arizona State,houseed01,2000.0,2.0,37.0
Eddie Hughes,Unknown,1988.0,1990.0,G,5-10,165.0,"May 26, 1960",Colorado State,hugheed01,1982.0,2.0,140.0
Eddie Johnson,Unknown,1978.0,1987.0,G,6-2,180.0,"February 24, 1955",Auburn,johnsed02,1977.0,2.0,49.0
Eddie Johnson,Unknown,1982.0,1999.0,F-G,6-7,215.0,"May 1, 1959",Illinois,johnsed03,1977.0,2.0,49.0
Eddie Jones,Unknown,1995.0,2008.0,G-F,6-6,190.0,"October 20, 1971",Temple,jonesed02,1994.0,1.0,10.0
Eddie Jordan,Unknown,1978.0,1984.0,G,6-1,170.0,"January 29, 1955",Rutgers University,jordaed01,1977.0,2.0,33.0
Eddie Lee Wilkins,Unknown,1985.0,1993.0,F-C,6-10,220.0,"May 7, 1962",Gardner-Webb University,wilkied01,1984.0,2.0,133.0
Eddie Mast,Unknown,1971.0,1973.0,F-C,6-9,220.0,"October 3, 1948",Temple,masted01,1969.0,2.0,40.0
Eddie Miles,Unknown,1964.0,1972.0,G-F,6-4,195.0,"July 5, 1940",Seattle University,milesed01,1963.0,1.0,4.0
Eddie Miller,,1953.0,1954.0,C-F,6-8,225.0,"June 18, 1931",Syracuse,milleed01,,,
Eddie Owens,Unknown,1978.0,1978.0,F,6-7,210.0,"December 26, 1953",UNLV,owensed01,1977.0,2.0,31.0
Eddie Phillips,Unknown,1983.0,1983.0,F,6-7,225.0,"September 29, 1961",Alabama,philled01,1982.0,1.0,21.0
Eddie Robinson,,2000.0,2004.0,G-F,6-8,210.0,"April 19, 1976",University of Central Oklahoma,robined01,,,
Eddy Curry,Unknown,2002.0,2013.0,C,7-0,295.0,"December 5, 1982",,curryed01,2001.0,1.0,4.0
Edgar Jones,Unknown,1981.0,1986.0,F-C,6-10,225.0,"June 17, 1956",Nevada,jonesed01,1979.0,2.0,31.0
Edgar Lacey,Unknown,1969.0,1969.0,F,6-6,190.0,"August 2, 1944",UCLA,laceyed01,1967.0,2.0,76.0
Edmond Sumner,Unknown,2018.0,2023.0,G,6-4,196.0,"December 31, 1995",Xavier,sumneed01,2017.0,2.0,52.0
Edmund Lawrence,Unknown,1981.0,1981.0,C,7-0,228.0,"December 8, 1952",McNeese State University,lawreed01,1976.0,2.0,84.0
Eduardo Nájera,,2001.0,2012.0,F,6-8,240.0,"July 11, 1976",Oklahoma,najered01,,,
Edwin Ubiles,,2012.0,2012.0,G,6-6,204.0,"November 26, 1986",Siena College,ubileed01,,,
Edy Tavares,Unknown,2016.0,2017.0,C,7-3,260.0,"March 22, 1992",,tavarwa01,2014.0,2.0,43.0
Efthimios Rentzias,Unknown,2003.0,2003.0,C,6-11,250.0,"January 11, 1976",,rentzef01,1996.0,1.0,23.0
Ekpe Udoh,Unknown,2011.0,2019.0,C-F,6-10,245.0,"May 20, 1987","Michigan, Baylor",udohek01,2010.0,1.0,6.0
Elden Campbell,Unknown,1991.0,2005.0,C,6-11,215.0,"July 23, 1968",Clemson,campbel01,1990.0,1.0,27.0
Eldridge Recasner,,1995.0,2002.0,G,6-3,190.0,"December 14, 1967",Washington,recasel01,,,
Elfrid Payton,Unknown,2015.0,2025.0,G,6-3,195.0,"February 22, 1994",Louisiana,paytoel01,2014.0,1.0,10.0
Elgin Baylor,Unknown,1959.0,1972.0,F,6-5,225.0,"September 16, 1934","College of Idaho, Seattle University",bayloel01,1956.0,2.0,91.0
Elias Harris,,2014.0,2014.0,F,6-8,239.0,"July 6, 1989",Gonzaga,harriel01,,,
Elie Okobo,Unknown,2019.0,2020.0,G,6-3,190.0,"October 23, 1997",,okoboel01,2018.0,2.0,31.0
Elijah Bryant,,2021.0,2021.0,G,6-5,210.0,"April 19, 1995","Elon University, BYU",bryanel01,,,
Elijah Harkless,,2025.0,2025.0,G,6-3,195.0,"February 3, 2000","Cal State Northridge, Oklahoma, UNLV",harklej01,,,
Elijah Hughes,Unknown,2021.0,2022.0,F,6-5,215.0,"March 10, 1998","Syracuse, East Carolina University",hugheel01,2020.0,2.0,39.0
Elijah Millsap,,2015.0,2017.0,G-F,6-6,225.0,"August 12, 1987","Louisiana, UAB",millsel01,,,
Elliot Perry,Unknown,1992.0,2002.0,G,6-0,150.0,"March 28, 1969",Memphis,perryel01,1991.0,2.0,37.0
Elliot Williams,Unknown,2012.0,2016.0,G,6-5,190.0,"June 20, 1989","Duke, Memphis",williel01,2010.0,1.0,22.0
Elmer Behnke,,1952.0,1952.0,C,6-7,210.0,"February 3, 1929",Bradley,behnkel01,,,
Elmer Bennett,Unknown,1995.0,1997.0,G,6-0,170.0,"February 13, 1970",Notre Dame,benneel01,1992.0,2.0,38.0
Elmer Gainer,,1948.0,1950.0,F-C,6-6,195.0,"November 22, 1918",DePaul,gaineel01,,,
Elmore Morgenthaler,,1947.0,1949.0,C,6-9,230.0,"August 3, 1922","New Mexico Tech, Boston College",morgeel01,,,
Elmore Smith,Unknown,1972.0,1979.0,C,7-0,250.0,"May 9, 1949",Kentucky State University,smithel01,1971.0,1.0,3.0
Elmore Spencer,Unknown,1993.0,1997.0,C,7-0,270.0,"December 6, 1969","Georgia, UNLV",spencel01,1992.0,1.0,25.0
Elnardo Webster,Unknown,1972.0,1972.0,F,6-5,190.0,"March 6, 1948","Wharton County Junior College, Saint Peter's College",webstel01,1969.0,2.0,54.0
Elston Turner,Unknown,1982.0,1989.0,G-F,6-5,190.0,"June 10, 1959",Ole Miss,turneel01,1981.0,2.0,43.0
Elton Brand,Unknown,2000.0,2016.0,F-C,6-9,275.0,"March 11, 1979",Duke,brandel01,1999.0,1.0,1.0
Elton McGriff,Unknown,1968.0,1969.0,C,6-9,225.0,"August 21, 1942","City College of San Francisco, Creighton",mcgriel01,1965.0,2.0,93.0
Elvin Hayes,Unknown,1969.0,1984.0,F-C,6-9,235.0,"November 17, 1945",Houston,hayesel01,1968.0,1.0,1.0
Elvin Ivory,,1969.0,1969.0,F,6-8,210.0,"July 2, 1948",Louisiana,ivoryel01,,,
Em Bryant,Unknown,1965.0,1972.0,G,6-1,175.0,"November 4, 1938",DePaul,bryanem01,1964.0,2.0,55.0
Emanual Davis,,1997.0,2003.0,G,6-4,195.0,"August 27, 1968",Delaware State University,davisem01,,,
Emanuel Terry,,2019.0,2022.0,F,6-9,220.0,"August 21, 1996",Lincoln Memorial,terryem01,,,
Emeka Okafor,Unknown,2005.0,2018.0,C-F,6-10,252.0,"September 28, 1982",UConn,okafoem01,2004.0,1.0,2.0
Emmanuel Mudiay,Unknown,2016.0,2022.0,G,6-3,200.0,"March 5, 1996",,mudiaem01,2015.0,1.0,7.0
Emoni Bates,Cleveland Cavaliers,2024.0,2025.0,G,6-10,170.0,"January 28, 2004","Memphis, Eastern Michigan",batesem01,2023.0,2.0,49.0
Enes Freedom,Unknown,2012.0,2022.0,C,6-10,250.0,"May 20, 1992",Kentucky,kanteen01,2011.0,1.0,3.0
Ennis Whatley,Unknown,1984.0,1997.0,G,6-3,177.0,"August 11, 1962",Alabama,whatlen01,1983.0,1.0,13.0
Enrique Freeman,Indiana Pacers,2025.0,2025.0,F,6-7,206.0,"July 29, 2000",University of Akron,freemen01,2024.0,2.0,50.0
Eric Anderson,Unknown,1993.0,1994.0,F,6-9,220.0,"May 26, 1970",Indiana,anderer01,1975.0,2.0,167.0
Eric Bledsoe,Unknown,2011.0,2022.0,G,6-1,214.0,"December 9, 1989",Kentucky,bledser01,2010.0,1.0,18.0
Eric Dawson,,2012.0,2012.0,F,6-9,250.0,"July 7, 1984",Midwestern State University,dawsoer01,,,
Eric Fernsten,Unknown,1976.0,1984.0,C-F,6-10,205.0,"November 1, 1953",San Francisco,fernser01,1975.0,2.0,62.0
Eric Gordon,Philadelphia 76ers,2009.0,2025.0,G-F,6-3,215.0,"December 25, 1988",Indiana,gordoer01,2008.0,1.0,7.0
Eric Johnson,,1990.0,1990.0,G,6-2,205.0,"February 7, 1966","Baylor, Nebraska",johnser01,,,
